순위,키워드,분류,기회점수,수요점수,경쟁낮음점수,AI점수,경쟁난이도%,상태,관심도,상승률%,최고대비%,빈구간비율,계절성%,뜨는달,최근30일%,장악%,전체문서수,AI인용적합,처방
104,LP 보관 방법,LP관리,23.5,0.0,17.0,30.0,43.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,22.5,45.0,48340,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
105,노이즈캔슬링 이어폰,구매검토,23.5,4.1,19.4,0.0,35.2,유지,0.877,10.6,91.6,0.0,20.4,1월·3월,27.5,5.0,256011,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
106,멀티포인트 뜻,AI인용,23.4,0.0,16.8,30.0,44.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,40.0,17.5,47864,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
107,이어폰 볼륨 작을 때,문제해결,23.4,0.0,16.9,30.0,43.7,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,30.0,30.0,84784,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
108,LP 카트리지 종류,바이닐,23.4,0.0,16.8,30.0,43.9,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,32.5,50.0,1485,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
109,노출 보정 방법,설정,23.3,0.0,16.6,30.0,44.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,30.0,32.5,126322,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
110,셔터스피드 뜻,카메라,23.3,0.0,16.5,30.0,44.9,관심 미미,0.0,0.0,0.0,0.941,277.3,1월·3월,45.0,22.5,8160,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
111,다이렉트 드라이브 벨트 드라이브 차이,바이닐,23.3,0.0,16.6,30.0,44.7,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,60.0,10.0,833,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
112,헤드폰 추천,구매검토,23.3,4.0,19.3,0.0,35.8,유지,0.832,19.6,52.2,0.0,29.2,6월·7월,22.5,15.0,288985,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
113,턴테이블 바늘 청소,관리,23.1,0.0,16.3,30.0,45.8,관심 미미,0.0,0.0,0.0,0.971,600.0,1월·7월,22.5,72.5,1551,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
114,단렌즈 줌렌즈 차이,렌즈,23.1,0.0,16.2,30.0,46.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,40.0,32.5,12618,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
115,주사율 차이,AI인용,23.0,0.0,16.0,30.0,46.5,관심 미미,0.0,0.0,0.0,0.706,376.5,1월·2월,42.5,17.5,249008,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
116,클라우드 백업 방법,저장공간,23.0,0.0,16.0,30.0,46.8,관심 미미,0.0,0.0,0.0,0.971,600.0,1월·2월,40.0,22.5,186924,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
117,이어팁 사이즈 고르는 법,문제해결,22.9,0.0,15.8,30.0,47.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,52.5,17.5,9614,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
118,카메라 보관 방법,관리,22.9,0.0,15.9,30.0,47.0,관심 미미,0.0,0.0,0.0,0.912,366.9,3월·4월,45.0,15.0,308966,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
119,삼성 언팩,공식뉴스,22.9,0.9,22.1,0.0,26.5,하락,0.038,-99.5,0.2,0.0,391.6,2월·7월,10.0,5.0,102058,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
120,이어폰 감도 뜻,음질,22.8,0.0,15.6,30.0,48.1,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,45.0,40.0,2489,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
121,갤럭시 배터리 관리,배터리,22.6,0.0,15.2,30.0,49.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,52.5,10.0,232580,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
122,무선이어폰 추천,구매검토,22.6,5.2,17.4,0.0,42.0,유지,1.403,4.9,79.0,0.0,27.5,1월·3월,35.0,15.0,347336,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
123,샤오미 이어폰 후기,리뷰,22.6,1.0,21.6,0.0,28.0,유지,0.053,12.9,18.1,0.0,101.2,1월·2월,20.0,5.0,13330,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
124,화각 차이,기초,22.5,0.0,14.9,30.0,50.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,45.0,27.5,75331,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
125,아이폰 배터리 성능 저하,배터리,22.5,0.0,15.0,30.0,50.1,관심 미미,0.0,0.0,0.0,0.676,96.6,1월·2월,45.0,30.0,43858,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
126,카메라 센서 청소,관리,22.4,0.0,14.8,30.0,50.6,관심 미미,0.0,-100.0,0.0,0.676,161.3,2월·6월,42.5,32.5,79898,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
127,블루투스 이어폰 끊김 원인,문제해결,22.3,0.0,14.7,30.0,51.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,62.5,17.5,4258,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
128,가성비 이어폰,구매검토,22.2,2.0,20.2,0.0,32.8,유지,0.217,15.8,88.7,0.0,18.5,3월·7월,22.5,5.0,399630,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
129,데이터 무제한 속도 제한,연결,21.9,0.0,13.7,30.0,54.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,55.0,22.5,373842,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
130,화이트밸런스 설정,카메라,21.9,0.0,13.7,30.0,54.2,관심 미미,0.0,-100.0,0.0,0.853,196.4,3월·7월,40.0,50.0,62120,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
131,이어폰 추천,추천,21.9,2.6,19.3,0.0,35.8,유지,0.367,-10.3,62.7,0.0,21.7,1월·7월,22.5,15.0,945934,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
132,애플 비전,루머,21.9,2.5,19.4,0.0,35.5,식는 중,0.336,-20.4,28.2,0.0,55.6,1월·2월,25.0,10.0,160211,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
133,100 충전 안좋은 이유,배터리,21.8,0.0,13.5,30.0,55.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,62.5,12.5,372441,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
134,이어폰 한쪽만 소리 안날 때,문제해결,21.7,0.0,13.5,30.0,55.1,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,60.0,22.5,39310,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
135,턴테이블 추천,음악,21.4,2.0,19.4,0.0,35.5,유지,0.215,-8.8,49.3,0.0,57.2,1월·2월,17.5,22.5,131506,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
136,입문용 턴테이블,추천,21.2,0.5,20.7,0.0,31.1,급상승,0.028,68.6,118.8,0.088,35.4,1월·2월,17.5,22.5,7754,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
137,iOS 업데이트,공식뉴스,21.0,4.7,16.3,0.0,45.8,유지,1.184,-1.3,19.6,0.0,122.8,1월·2월,42.5,15.0,254409,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
138,맥북 신제품,공식뉴스,21.0,0.0,21.0,0.0,30.1,하락,0.0,-100.0,0.0,0.471,236.5,2월·3월,20.0,5.0,44136,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
139,아이패드 신제품,루머,20.6,1.1,19.4,0.0,35.2,급상승,0.049,60.9,30.4,0.059,90.4,2월·3월,22.5,15.0,72134,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
140,애플 신제품,공식뉴스,20.6,3.0,17.5,0.0,41.5,상승,0.366,29.4,14.6,0.0,177.7,2월·3월,32.5,17.5,299994,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
141,갤럭시 폴드,루머,20.5,10.8,9.7,0.0,67.5,하락,6.081,-46.7,46.2,0.0,113.0,1월·7월,80.0,25.0,401903,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
142,노이즈캔슬링 이어폰 추천,추천,20.4,0.5,19.9,0.0,33.8,식는 중,0.041,-22.0,59.0,0.0,23.5,3월·4월,20.0,12.5,148293,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
143,여행용 카메라,추천,20.3,1.7,18.6,0.0,38.0,유지,0.144,-7.4,48.1,0.0,59.8,1월·2월,30.0,10.0,1005344,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
144,오픈형 이어폰 추천,추천,20.3,1.7,18.5,0.0,38.2,유지,0.155,-3.3,89.5,0.0,22.6,1월·3월,20.0,27.5,96292,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
145,아이폰 안드로이드 차이,성능,19.4,0.0,8.7,30.0,71.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,75.0,45.0,123378,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
146,망원렌즈 언제 쓰나,렌즈,19.4,0.0,23.7,15.0,20.9,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,20.0,8.0,130,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
147,노출 삼요소,기초,19.3,0.0,23.6,15.0,21.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,23.3,0.0,274,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
148,게이밍 헤드셋 추천,추천,19.0,2.0,17.0,0.0,43.2,유지,0.209,-5.5,52.0,0.0,75.2,1월·2월,32.5,25.0,73050,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
149,DAC 추천,구매검토,18.4,1.9,16.5,0.0,44.8,유지,0.183,11.4,65.8,0.0,41.9,1월·3월,15.0,62.5,44267,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
150,LP 추천,추천,18.3,0.7,17.6,0.0,41.2,유지,0.064,8.1,86.1,0.0,29.4,1월·2월,42.5,0.0,371999,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
151,입문용 미러리스,추천,18.1,0.2,17.9,0.0,40.4,급상승,0.004,100.0,19.8,0.412,273.0,1월·2월,32.5,22.5,21904,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
152,번들렌즈 화질,렌즈,18.0,0.0,21.1,15.0,29.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,22.5,5.0,18182,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
153,LP 플레이어 추천,추천,17.9,0.7,17.3,0.0,42.5,상승,0.051,21.1,74.5,0.0,12.0,3월·4월,35.0,22.5,35682,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
154,렌즈 곰팡이 제거,관리,17.7,0.0,20.4,15.0,31.8,관심 미미,0.0,0.0,0.0,0.912,465.6,2월·3월,30.0,0.0,16229,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
155,애플워치 신제품,루머,17.6,5.1,12.5,0.0,58.4,유지,1.38,-5.5,95.4,0.0,14.5,1월·3월,67.5,20.0,46939,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
156,애플 이벤트,공식뉴스,17.6,2.2,15.4,0.0,48.8,급상승,0.201,241.1,13.2,0.029,258.2,2월·3월,57.5,0.0,748035,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
157,사진 흔들림 방지,설정,17.1,0.0,19.3,15.0,35.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,22.5,15.0,312826,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
158,렌즈 F값 의미,렌즈,17.0,0.0,18.9,15.0,37.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,22.5,32.5,9901,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
159,렌즈 먼지 제거,관리,16.7,0.0,18.4,15.0,38.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,25.0,20.0,102785,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
160,심도란,기초,16.2,0.0,17.3,15.0,42.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,40.0,7.5,1918834,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
161,LP 곰팡이 제거,관리,16.2,0.0,17.5,15.0,41.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,45.0,22.5,1355,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
162,갤럭시 신제품,공식뉴스,16.2,1.8,14.4,0.0,52.0,하락,0.169,-63.7,23.4,0.0,188.7,2월·7월,55.0,15.0,245378,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
163,렌즈 마운트 호환,렌즈,15.9,0.0,16.7,15.0,44.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,42.5,17.5,26314,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
164,원 UI 업데이트,공식뉴스,15.8,0.0,15.8,0.0,47.3,하락,0.0,-100.0,0.0,0.294,92.0,3월·5월,37.5,30.0,76585,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
165,표준렌즈란,렌즈,15.7,0.0,16.4,15.0,45.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,25.0,42.5,167280,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
166,LP 정전기 제거,관리,15.1,0.0,15.2,15.0,49.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,57.5,27.5,1104,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
167,광각렌즈 특징,렌즈,15.1,0.0,15.1,15.0,49.6,관심 미미,0.0,0.0,0.0,0.971,600.0,1월·4월,35.0,45.0,44182,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
168,애플 신제품 발표,공식뉴스,14.5,0.9,13.5,0.0,54.8,급상승,0.034,126.3,4.5,0.441,304.2,2월·3월,62.5,12.5,91642,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
169,미러리스 추천,추천,14.3,0.2,14.1,0.0,53.0,급상승,0.006,135.3,28.3,0.176,89.7,4월·5월,37.5,47.5,187654,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
170,렌즈 손떨림 보정,렌즈,13.1,0.0,11.1,15.0,63.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,47.5,67.5,55666,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
171,시그마 렌즈 후기,리뷰,11.7,0.0,23.4,0.0,22.1,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,7.5,10.0,6818,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
172,오디오테크니카 후기,리뷰,11.5,0.0,22.9,0.0,23.6,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,15.0,5.0,4361,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
173,후지필름 카메라 후기,리뷰,11.2,0.0,22.4,0.0,25.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,12.5,5.0,25098,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
174,보스 이어폰 후기,리뷰,11.0,0.0,22.0,0.0,26.6,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,20.0,0.0,14078,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
175,소니 헤드폰 후기,리뷰,10.7,0.0,21.4,0.0,28.6,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,7.5,24905,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
176,바이닐 스피커,추천,10.5,0.0,21.0,0.0,30.1,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,22.5,10.0,9431,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
177,갤럭시 언팩 일정,루머,10.5,0.0,21.0,0.0,29.9,관심 미미,0.0,-100.0,0.0,0.647,484.6,5월·7월,10.0,22.5,33721,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
178,젠하이저 이어폰 후기,리뷰,10.4,0.0,20.9,0.0,30.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,22.5,5131,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
179,오디오테크니카 헤드폰 후기,리뷰,10.2,0.0,20.4,0.0,32.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,12.5,42.5,1768,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
180,에어팟 프로 후기,리뷰,10.1,0.0,20.3,0.0,32.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,25.0,0.0,98987,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
181,LP 입문,음악,10.0,0.0,20.0,0.0,33.5,관심 미미,0.0,0.0,0.0,0.765,165.6,1월·2월,20.0,20.0,23074,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
182,니콘 미러리스 후기,리뷰,9.9,0.0,19.8,0.0,34.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,30.0,11377,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
183,애플워치 후기,리뷰,9.9,0.0,19.9,0.0,33.8,관심 미미,0.003,185.7,35.0,0.765,216.2,1월·4월,27.5,0.0,213589,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
184,젠하이저 후기,리뷰,9.9,0.0,19.8,0.0,33.9,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,32.5,5.0,10728,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
185,마샬 스피커 후기,리뷰,9.7,0.0,19.4,0.0,35.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,27.5,10.0,46142,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
186,소니 카메라 후기,리뷰,9.6,0.0,19.1,0.0,36.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,30.0,5.0,86113,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
187,갤럭시 버즈 후기,리뷰,9.5,0.0,19.1,0.0,36.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,27.5,10.0,83752,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
188,에어팟 루머,루머,9.5,0.0,19.0,0.0,36.6,관심 미미,0.031,84.6,114.1,0.559,400.7,6월·7월,25.0,27.5,8952,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
189,후지필름 신제품,루머,9.5,0.0,18.9,0.0,36.8,관심 미미,0.0,0.0,0.0,0.912,503.0,1월·7월,15.0,45.0,9109,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
190,캐논 미러리스 후기,리뷰,9.4,0.0,18.7,0.0,37.7,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,25.0,22.5,39838,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
191,포노앰프 추천,추천,9.3,0.0,18.7,0.0,37.7,관심 미미,0.0,0.0,0.0,0.824,277.0,4월·5월,25.0,35.0,4647,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
192,갤럭시 폴드 루머,루머,9.3,0.0,18.7,0.0,37.7,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,25.0,27.5,17183,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
193,가성비 렌즈 추천,추천,9.2,0.0,18.3,0.0,39.0,관심 미미,0.0,0.0,0.0,0.882,261.3,1월·2월,35.0,5.0,287037,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
194,아이폰 루머,루머,9.0,0.0,18.0,0.0,40.1,관심 미미,0.017,16.1,11.7,0.647,533.1,6월·7월,35.0,10.0,79287,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
195,중고 LP 구매,추천,8.9,0.0,17.9,0.0,40.4,관심 미미,0.0,0.0,0.0,0.853,522.4,1월·3월,37.5,10.0,46197,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
196,에어팟 프로 카메라,루머,8.9,0.0,17.8,0.0,40.7,관심 미미,0.006,999.0,118.9,0.971,0.0,1월·2월,32.5,20.0,40681,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
197,캐논 신제품 루머,루머,8.9,0.0,17.8,0.0,40.6,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,27.5,47.5,1393,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
198,소니 카메라 루머,루머,8.8,0.0,17.6,0.0,41.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,32.5,32.5,7474,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
199,갤럭시 루머,루머,8.7,0.0,17.4,0.0,42.1,관심 미미,0.0,-100.0,0.0,0.853,374.3,6월·7월,27.5,30.0,66925,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
200,갤럭시 워치 후기,리뷰,8.0,0.0,16.0,0.0,46.8,관심 미미,0.0,0.0,0.0,0.882,266.9,1월·4월,47.5,10.0,142264,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
201,아이패드 루머,루머,7.8,0.0,15.7,0.0,47.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,35.0,42.5,23765,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
202,JBL 스피커 후기,리뷰,7.3,0.0,14.5,0.0,51.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,60.0,10.0,42506,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
203,애플워치 루머,루머,6.5,0.0,12.9,0.0,56.9,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,55.0,42.5,14496,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
