순위,키워드,분류,기회점수,수요점수,경쟁낮음점수,AI점수,경쟁난이도%,상태,관심도,상승률%,최고대비%,빈구간비율,계절성%,뜨는달,최근30일%,장악%,전체문서수,AI인용적합,처방
104,블루라이트 눈 피로,건강,23.8,0.0,17.5,30.0,41.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,2.5,67.5,318037,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
105,앤커 이어폰 후기,리뷰,23.8,2.5,21.3,0.0,28.9,유지,0.314,3.7,81.1,0.0,10.8,1월·5월,15.0,20.0,7243,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
106,이어폰 지연 시간 줄이기,문제해결,23.7,0.0,17.4,30.0,41.9,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,2.5,80.0,14422,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
107,앰프 필요한 이유,원리,23.7,0.0,17.5,30.0,41.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,2.5,72.5,50968,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
108,카메라 보관 방법,관리,23.7,0.0,17.5,30.0,41.8,관심 미미,0.0,0.0,0.0,0.914,366.9,3월·4월,37.5,10.0,309754,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
109,100 충전 안좋은 이유,배터리,23.5,0.0,17.1,30.0,43.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,40.0,10.0,373645,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
110,셔터스피드 뜻,카메라,23.5,0.0,17.0,30.0,43.4,관심 미미,0.0,0.0,0.0,0.943,277.3,1월·3월,30.0,42.5,8179,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
111,화각 차이,기초,23.3,0.0,16.6,30.0,44.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,27.5,37.5,75624,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
112,와이파이 6 차이,연결,23.3,0.0,16.6,30.0,44.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,2.5,77.5,157732,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
113,다이렉트 드라이브 벨트 드라이브 차이,바이닐,23.3,0.0,16.6,30.0,44.7,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,45.0,35.0,837,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
114,공간음향 설정,음질,23.2,0.0,16.3,30.0,45.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,15.0,60.0,138682,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
115,이어폰 귀 건강,건강,23.1,0.0,16.1,30.0,46.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,37.5,25.0,134263,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
116,주사율 차이,AI인용,23.0,0.0,16.0,30.0,46.8,관심 미미,0.0,0.0,0.0,0.714,376.5,1월·2월,25.0,47.5,249974,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
117,이어폰 감도 뜻,음질,23.0,0.0,16.0,30.0,46.6,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,45.0,35.0,2494,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
118,애플워치 신제품,루머,23.0,4.9,18.1,0.0,39.7,유지,1.202,-3.2,95.2,0.0,14.5,1월·3월,42.1,0.0,47042,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
119,가성비 이어폰,구매검토,22.7,2.3,20.4,0.0,32.0,상승,0.191,21.5,89.2,0.0,18.5,3월·7월,0.0,40.0,400411,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
120,돌비 애트모스란,음질,22.6,0.0,15.2,30.0,49.5,관심 미미,0.0,-100.0,0.0,0.857,100.0,1월·6월,0.0,100.0,72868,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
121,애플 비전,루머,22.3,2.5,19.8,0.0,34.0,유지,0.307,-14.9,29.5,0.0,55.6,1월·2월,20.0,13.3,160349,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
122,공간음향 원리,AI인용,22.2,0.0,14.4,30.0,51.8,관심 미미,0.0,-100.0,0.0,0.857,100.0,1월·6월,32.5,60.0,24902,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
123,충전 배터리 오래 쓰는 법,배터리,22.2,0.0,14.4,30.0,52.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,32.5,52.5,172287,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
124,헤드폰 추천,구매검토,21.9,5.5,16.4,0.0,45.2,급상승,1.136,99.8,81.6,0.0,29.2,6월·7월,10.0,67.5,289509,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
125,운동용 이어폰,구매검토,21.6,6.3,15.3,0.0,49.0,유지,1.963,-6.1,80.4,0.0,18.9,1월·3월,2.5,92.5,160923,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
126,브이로그 카메라,추천,21.5,4.2,17.2,0.0,42.5,유지,0.885,8.5,50.9,0.0,38.1,1월·2월,7.5,62.5,174947,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
127,삼성 언팩,공식뉴스,21.5,1.1,20.4,0.0,32.0,하락,0.056,-98.8,0.3,0.0,391.6,2월·7월,7.5,27.5,102248,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
128,무선충전 단점,배터리,21.3,0.0,12.6,30.0,58.1,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,50.0,43.8,362969,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
129,고속충전 원리,배터리,21.2,0.0,12.4,30.0,58.6,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,27.5,90.0,29118,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
130,무선이어폰 추천,구매검토,21.2,5.1,16.1,0.0,46.2,유지,1.268,11.0,81.7,0.0,27.5,1월·3월,0.0,87.5,348041,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
131,애플 신제품,공식뉴스,21.2,3.0,18.3,0.0,39.1,상승,0.329,29.6,15.1,0.0,177.7,2월·3월,27.3,18.2,301171,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
132,원 UI 업데이트,공식뉴스,21.1,0.2,20.9,0.0,30.3,급상승,0.003,100.0,12.1,0.286,92.0,3월·5월,10.7,17.9,76721,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
133,아이패드 신제품,루머,20.6,1.0,19.6,0.0,34.7,상승,0.038,31.4,27.0,0.057,90.4,2월·3월,5.3,42.1,72368,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
134,입문용 턴테이블,추천,20.5,0.5,20.0,0.0,33.3,급상승,0.025,73.6,124.5,0.086,35.4,1월·2월,2.5,55.0,7763,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
135,맥북 신제품,공식뉴스,20.5,0.0,20.5,0.0,31.6,하락,0.0,-100.0,0.0,0.486,236.5,2월·3월,5.0,35.0,44205,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
136,애플 가격 인상,공식뉴스,20.5,3.9,16.6,0.0,44.5,하락,0.752,-36.7,6.0,0.0,246.0,6월·7월,32.5,27.5,343904,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
137,샤오미 이어폰 후기,리뷰,20.4,1.0,19.5,0.0,35.1,유지,0.047,15.3,18.1,0.0,101.2,1월·2월,4.5,54.5,13323,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
138,갤럭시 배터리 관리,배터리,20.0,0.0,10.0,30.0,66.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,52.5,67.5,233299,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
139,LP 추천,추천,19.8,0.6,19.2,0.0,36.0,유지,0.047,-11.0,71.7,0.0,29.4,1월·2월,5.0,45.0,372438,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
140,망원렌즈 언제 쓰나,렌즈,19.7,0.0,24.3,15.0,18.9,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,16.0,8.0,130,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
141,클라우드 백업 방법,저장공간,19.6,0.0,9.1,30.0,69.5,관심 미미,0.0,0.0,0.0,0.971,600.0,1월·2월,52.5,77.5,187428,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
142,애플 이벤트,공식뉴스,19.6,2.7,16.9,0.0,43.7,급상승,0.273,372.2,20.5,0.029,258.2,2월·3월,36.4,18.2,749375,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
143,노이즈캔슬링 이어폰,구매검토,19.4,3.9,15.5,0.0,48.5,유지,0.767,11.7,91.7,0.0,20.4,1월·3월,15.0,70.0,256646,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
144,애플 신제품 발표,공식뉴스,19.3,1.1,18.2,0.0,39.4,급상승,0.046,251.2,7.0,0.429,304.2,2월·3월,22.7,27.3,92300,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
145,입문용 미러리스,추천,19.0,0.2,18.8,0.0,37.4,급상승,0.003,100.0,19.4,0.429,273.0,1월·2월,10.0,50.0,21977,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
146,번들렌즈 화질,렌즈,18.9,0.0,22.7,15.0,24.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,5.7,14.3,18243,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
147,미러리스 추천,추천,18.6,0.3,18.3,0.0,39.0,급상승,0.009,300.0,47.1,0.171,89.7,4월·5월,5.0,55.0,188102,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
148,게이밍 헤드셋 추천,추천,18.1,1.8,16.2,0.0,46.0,유지,0.169,-10.9,48.1,0.0,75.2,1월·2월,5.0,80.0,73318,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
149,렌즈 먼지 제거,관리,17.9,0.0,20.9,15.0,30.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,0.0,35.0,102914,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
150,턴테이블 추천,음악,17.7,1.8,15.9,0.0,47.0,식는 중,0.167,-17.1,43.8,0.0,57.2,1월·2월,0.0,90.0,131626,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
151,LP 정전기 제거,관리,17.6,0.0,20.1,15.0,32.9,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,10.0,52.5,1102,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
152,노출 삼요소,기초,17.4,0.0,19.7,15.0,34.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,20.6,47.1,275,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
153,난청 예방,건강,17.4,0.0,4.9,30.0,83.7,관심 미미,0.0,0.0,0.0,0.914,381.5,2월·7월,75.0,87.5,162981,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
154,렌즈 F값 의미,렌즈,17.3,0.0,19.5,15.0,34.9,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,11.1,44.4,9897,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
155,DAC 추천,구매검토,17.2,1.8,15.4,0.0,48.6,유지,0.154,9.2,63.3,0.0,41.9,1월·3월,0.0,100.0,44307,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
156,LP 플레이어 추천,추천,16.9,0.5,16.4,0.0,45.2,유지,0.033,-10.1,55.4,0.0,12.0,3월·4월,0.0,90.0,35669,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
157,심도란,기초,16.8,0.0,18.5,15.0,38.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,20.0,27.5,1922425,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
158,오픈형 이어폰 추천,추천,16.7,1.7,15.0,0.0,49.9,유지,0.139,2.4,92.0,0.0,22.6,1월·3월,0.0,100.0,96595,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
159,렌즈 마운트 호환,렌즈,16.5,0.0,17.9,15.0,40.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,30.0,25.0,26368,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
160,LP 곰팡이 제거,관리,16.3,0.0,17.5,15.0,41.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,32.5,42.5,1352,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
161,렌즈 손떨림 보정,렌즈,16.2,0.0,17.4,15.0,42.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,47.5,55860,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
162,노이즈캔슬링 이어폰 추천,추천,16.2,0.6,15.7,0.0,47.8,유지,0.044,1.9,73.3,0.0,23.5,3월·4월,0.0,92.5,148671,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
163,여행용 카메라,추천,16.2,1.5,14.6,0.0,51.2,유지,0.118,-8.3,45.2,0.0,59.8,1월·2월,10.0,87.5,1007466,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
164,표준렌즈란,렌즈,16.1,0.0,17.1,15.0,43.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,47.5,166468,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
165,렌즈 곰팡이 제거,관리,15.7,0.0,16.5,15.0,45.1,관심 미미,0.0,0.0,0.0,0.914,465.6,2월·3월,32.5,40.0,16228,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
166,사진 흔들림 방지,설정,15.4,0.0,15.8,15.0,47.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,35.0,32.5,313976,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
167,이어폰 추천,추천,15.3,2.5,12.8,0.0,57.5,유지,0.319,-3.9,62.4,0.0,21.7,1월·7월,15.0,100.0,948103,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
168,iOS 업데이트,공식뉴스,14.6,4.1,10.5,0.0,65.0,식는 중,0.835,-17.3,15.8,0.0,122.8,1월·2월,75.0,25.0,255303,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
169,광각렌즈 특징,렌즈,14.3,0.0,13.6,15.0,54.6,관심 미미,0.0,0.0,0.0,0.971,600.0,1월·4월,37.5,57.5,44289,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
170,갤럭시 언팩 일정,루머,11.6,0.0,23.2,0.0,22.6,관심 미미,0.0,-100.0,0.0,0.657,484.6,5월·7월,0.0,15.0,33766,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
171,갤럭시 버즈 후기,리뷰,11.5,0.0,22.9,0.0,23.6,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,3.6,7.1,83769,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
172,에어팟 루머,루머,11.1,0.0,22.3,0.0,25.8,관심 미미,0.031,111.3,130.4,0.543,400.7,6월·7월,20.0,0.0,8979,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
173,중고 LP 구매,추천,11.0,0.0,21.9,0.0,26.9,관심 미미,0.0,0.0,0.0,0.857,522.4,1월·3월,5.9,17.6,46231,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
174,바이닐 스피커,추천,10.9,0.0,21.7,0.0,27.6,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,10.0,9418,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
175,소니 헤드폰 후기,리뷰,10.6,0.0,21.1,0.0,29.6,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,7.5,27.5,24881,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
176,후지필름 카메라 후기,리뷰,10.6,0.0,21.2,0.0,29.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,2.5,35.0,25089,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
177,소니 카메라 후기,리뷰,10.4,0.0,20.8,0.0,30.7,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,10.0,20.0,86306,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
178,오디오테크니카 후기,리뷰,10.4,0.0,20.8,0.0,30.6,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,12.5,32.5,4347,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
179,젠하이저 이어폰 후기,리뷰,10.3,0.0,20.5,0.0,31.6,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,20.0,22.5,5123,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
180,포노앰프 추천,추천,10.2,0.0,20.4,0.0,31.9,관심 미미,0.0,0.0,0.0,0.829,277.0,4월·5월,7.5,45.0,4652,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
181,오디오테크니카 헤드폰 후기,리뷰,10.2,0.0,20.4,0.0,32.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,20.0,30.0,1765,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
182,캐논 미러리스 후기,리뷰,10.1,0.0,20.1,0.0,32.9,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,20.0,15.0,39872,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
183,갤럭시 폴드 루머,루머,10.1,0.0,20.2,0.0,32.7,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,15.0,27.5,17256,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
184,니콘 미러리스 후기,리뷰,10.0,0.0,20.0,0.0,33.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,27.5,11383,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
185,갤럭시 루머,루머,10.0,0.0,20.0,0.0,33.2,관심 미미,0.0,-100.0,0.0,0.857,374.3,6월·7월,11.1,27.8,67219,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
186,애플워치 루머,루머,10.0,0.0,19.9,0.0,33.6,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,13.0,34.8,14555,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
187,마샬 스피커 후기,리뷰,9.8,0.0,19.7,0.0,34.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,22.5,15.0,46174,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
188,보스 이어폰 후기,리뷰,9.8,0.0,19.5,0.0,34.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,20.0,27.5,14060,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
189,LP 입문,음악,9.5,0.0,18.9,0.0,37.0,관심 미미,0.0,0.0,0.0,0.771,165.6,1월·2월,7.5,52.5,23097,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
190,젠하이저 후기,리뷰,9.4,0.0,18.8,0.0,37.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,5.0,62.5,10761,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
191,JBL 스피커 후기,리뷰,9.1,0.0,18.1,0.0,39.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,0.0,70.0,42574,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
192,시그마 렌즈 후기,리뷰,9.0,0.0,18.0,0.0,39.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,32.5,27.5,6826,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
193,소니 카메라 루머,루머,9.0,0.0,18.1,0.0,39.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,20.0,47.5,7503,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
194,에어팟 프로 후기,리뷰,8.9,0.0,17.8,0.0,40.7,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,40.0,99072,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
195,에어팟 프로 카메라,루머,8.9,0.0,17.7,0.0,40.9,관심 미미,0.006,999.0,116.4,0.971,0.0,1월·2월,15.0,50.0,40746,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
196,아이패드 루머,루머,8.6,0.0,17.2,0.0,42.7,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,27.6,37.9,23878,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
197,캐논 신제품 루머,루머,8.6,0.0,17.2,0.0,42.6,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,15.0,75.0,1401,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
198,갤럭시 워치 후기,리뷰,8.5,0.0,17.0,0.0,43.2,관심 미미,0.0,0.0,0.0,0.886,266.9,1월·4월,7.5,65.0,142496,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
199,후지필름 신제품,루머,8.4,0.0,16.8,0.0,44.1,관심 미미,0.0,0.0,0.0,0.914,503.0,1월·7월,17.5,65.0,9134,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
200,가성비 렌즈 추천,추천,8.0,0.0,16.0,0.0,46.5,관심 미미,0.0,0.0,0.0,0.886,261.3,1월·2월,27.5,42.5,287607,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
201,아이폰 루머,루머,8.0,0.0,16.0,0.0,46.7,관심 미미,0.015,16.1,11.5,0.629,533.1,6월·7월,29.2,41.7,79816,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
202,애플워치 후기,리뷰,7.5,0.0,14.9,0.0,50.3,관심 미미,0.006,471.4,68.5,0.743,216.2,1월·4월,32.4,47.1,213752,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
203,갤럭시 신제품,공식뉴스,7.4,1.7,5.7,0.0,81.0,하락,0.138,-62.0,21.9,0.0,188.7,2월·7월,65.0,95.0,246335,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
