순위,키워드,분류,기회점수,수요점수,경쟁낮음점수,AI점수,경쟁난이도%,상태,관심도,상승률%,최고대비%,빈구간비율,계절성%,뜨는달,최근30일%,장악%,전체문서수,AI인용적합,처방
104,하울링 원인,문제해결,23.5,0.0,17.0,30.0,43.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,45.0,17.5,8302,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
105,카메라 센서 청소,관리,23.5,0.0,17.1,30.0,43.1,관심 미미,0.0,-100.0,0.0,0.676,161.3,2월·6월,27.5,32.5,79709,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
106,LP 카트리지 종류,바이닐,23.5,0.0,17.0,30.0,43.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,32.5,47.5,1486,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
107,노출 보정 방법,설정,23.4,0.0,16.7,30.0,44.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,27.5,35.0,125950,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
108,충전 배터리 오래 쓰는 법,배터리,23.4,0.0,16.8,30.0,44.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,37.5,17.5,170283,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
109,이어폰 볼륨 작을 때,문제해결,23.3,0.0,16.6,30.0,44.7,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,35.0,25.0,84599,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
110,턴테이블 소리 작을 때,문제해결,23.3,0.0,16.5,30.0,44.9,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,27.5,45.0,25622,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
111,턴테이블 바늘 청소,관리,23.3,0.0,16.6,30.0,44.8,관심 미미,0.0,0.0,0.0,0.971,600.0,1월·7월,17.5,77.5,1548,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
112,블루투스 이어폰 끊김 원인,문제해결,23.2,0.0,16.4,30.0,45.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,52.5,15.0,4228,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
113,배터리 교체 시기,배터리,23.2,0.0,16.5,30.0,45.0,관심 미미,0.0,-100.0,0.0,0.559,435.3,1월·2월,27.5,37.5,306446,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
114,클라우드 백업 방법,저장공간,23.2,0.0,16.3,30.0,45.5,관심 미미,0.0,0.0,0.0,0.971,600.0,1월·2월,37.5,22.5,186282,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
115,단렌즈 줌렌즈 차이,렌즈,23.2,0.0,16.4,30.0,45.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,32.5,42.5,12601,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
116,다이렉트 드라이브 벨트 드라이브 차이,바이닐,23.2,0.0,16.4,30.0,45.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,60.0,12.5,825,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
117,LP 보관 방법,LP관리,23.2,0.0,16.4,30.0,45.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,20.0,55.0,48305,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
118,공간음향 원리,AI인용,23.1,0.0,16.1,30.0,46.3,관심 미미,0.0,-100.0,0.0,0.853,100.0,1월·6월,42.5,25.0,24800,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
119,화이트밸런스 설정,카메라,23.1,0.0,16.1,30.0,46.2,관심 미미,0.0,-100.0,0.0,0.853,196.4,3월·7월,30.0,40.0,62007,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
120,주사율 차이,AI인용,23.0,0.0,16.0,30.0,46.8,관심 미미,0.0,0.0,0.0,0.706,376.5,1월·2월,40.0,22.5,248106,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
121,샤오미 이어폰 후기,리뷰,23.0,1.0,22.0,0.0,26.8,유지,0.055,18.2,18.5,0.0,101.2,1월·2월,17.5,5.0,13344,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
122,앤커 이어폰 후기,리뷰,23.0,2.8,20.3,0.0,32.4,유지,0.387,16.9,86.5,0.0,10.8,1월·5월,25.0,15.0,7159,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
123,LP 33 45 차이,바이닐,22.9,0.0,15.8,30.0,47.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,30.0,62.5,2346,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
124,갤럭시 배터리 관리,배터리,22.8,0.0,15.5,30.0,48.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,47.5,15.0,231262,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
125,가성비 이어폰,구매검토,22.5,2.0,20.6,0.0,31.5,유지,0.197,-2.4,79.8,0.0,18.5,3월·7월,20.0,5.0,398534,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
126,이어폰 감도 뜻,음질,22.3,0.0,14.5,30.0,51.6,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,47.5,47.5,2483,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
127,데이터 무제한 속도 제한,연결,22.2,0.0,14.5,30.0,51.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,57.5,10.0,373076,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
128,이어폰 추천,추천,22.2,2.7,19.5,0.0,35.0,식는 중,0.36,-17.1,61.0,0.0,21.7,1월·7월,22.5,12.5,943407,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
129,헤드폰 추천,구매검토,22.2,3.4,18.8,0.0,37.2,식는 중,0.576,-19.6,35.8,0.0,29.2,6월·7월,30.0,7.5,288139,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
130,핫스팟 사용법,연결,22.1,0.0,14.2,30.0,52.6,관심 미미,0.0,-100.0,0.0,0.559,140.5,2월·4월,35.0,52.5,67747,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
131,iOS 업데이트,공식뉴스,22.1,4.9,17.2,0.0,42.8,유지,1.209,-5.3,19.8,0.0,122.8,1월·2월,42.5,5.0,253964,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
132,맥북 신제품,공식뉴스,22.0,0.3,21.7,0.0,27.6,하락,0.004,-60.7,0.8,0.471,236.5,2월·3월,15.0,5.0,44129,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
133,갤럭시 폴드,루머,21.7,11.1,10.6,0.0,64.8,하락,6.236,-44.7,46.9,0.0,113.0,1월·7월,77.5,20.0,399817,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
134,이어폰 한쪽만 소리 안날 때,문제해결,21.6,0.0,13.2,30.0,55.9,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,52.5,37.5,39203,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
135,100 충전 안좋은 이유,배터리,21.6,0.0,13.3,30.0,55.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,62.5,15.0,371498,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
136,입문용 턴테이블,추천,21.6,0.5,21.1,0.0,29.8,급상승,0.026,90.5,127.3,0.088,35.4,1월·2월,15.0,22.5,7726,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
137,아이패드 신제품,루머,21.4,1.2,20.2,0.0,32.7,급상승,0.053,77.3,32.5,0.059,90.4,2월·3월,17.5,15.0,72051,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
138,오픈형 이어폰 추천,추천,21.2,1.8,19.4,0.0,35.2,유지,0.163,1.4,93.1,0.0,22.6,1월·3월,20.0,17.5,95845,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
139,애플 비전,루머,21.0,2.6,18.4,0.0,38.8,식는 중,0.336,-19.8,27.9,0.0,55.6,1월·2월,22.5,25.0,160107,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
140,턴테이블 추천,음악,20.7,2.1,18.6,0.0,38.0,유지,0.214,-9.4,48.7,0.0,57.2,1월·2월,22.5,22.5,131309,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
141,여행용 카메라,추천,20.4,1.7,18.7,0.0,37.8,유지,0.149,-4.1,49.1,0.0,59.8,1월·2월,32.5,5.0,1003407,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
142,삼성 언팩,공식뉴스,20.2,0.8,19.4,0.0,35.2,하락,0.034,-99.5,0.1,0.0,391.6,2월·7월,27.5,5.0,102002,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
143,게이밍 헤드셋 추천,추천,19.9,2.1,17.8,0.0,40.7,유지,0.215,-0.7,53.1,0.0,75.2,1월·2월,27.5,25.0,72731,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
144,애플 신제품,공식뉴스,19.9,3.1,16.8,0.0,44.0,상승,0.362,33.1,14.4,0.0,177.7,2월·3월,37.5,17.5,299518,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
145,아이폰 안드로이드 차이,성능,19.6,0.0,9.1,30.0,69.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,75.0,40.0,123024,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
146,노출 삼요소,기초,19.5,0.0,24.0,15.0,20.1,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,20.7,0.0,273,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
147,노이즈캔슬링 이어폰 추천,추천,19.5,0.6,19.0,0.0,36.8,유지,0.046,-12.3,65.8,0.0,23.5,3월·4월,27.5,10.0,147639,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
148,애플워치 신제품,루머,19.2,5.3,13.9,0.0,53.7,유지,1.418,-2.7,97.1,0.0,14.5,1월·3월,62.5,12.5,46896,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
149,망원렌즈 언제 쓰나,렌즈,19.1,0.0,23.1,15.0,22.9,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,24.0,8.0,130,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
150,LP 플레이어 추천,추천,18.4,0.7,17.6,0.0,41.2,상승,0.055,27.8,79.4,0.0,12.0,3월·4월,32.5,22.5,35623,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
151,LP 추천,추천,18.1,0.8,17.2,0.0,42.5,상승,0.074,28.1,98.1,0.0,29.4,1월·2월,45.0,0.0,371601,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
152,DAC 추천,구매검토,18.1,1.8,16.3,0.0,45.8,유지,0.172,5.4,61.5,0.0,41.9,1월·3월,12.5,70.0,44124,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
153,애플 이벤트,공식뉴스,18.1,2.1,16.0,0.0,46.5,급상승,0.164,203.6,10.6,0.029,258.2,2월·3월,50.0,5.0,747802,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
154,입문용 미러리스,추천,18.0,0.2,17.8,0.0,40.6,급상승,0.004,100.0,19.6,0.412,273.0,1월·2월,30.0,27.5,21888,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
155,번들렌즈 화질,렌즈,17.9,0.0,20.8,15.0,30.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,27.5,0.0,18159,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
156,렌즈 F값 의미,렌즈,17.5,0.0,20.0,15.0,33.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,15.0,32.5,9891,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
157,렌즈 곰팡이 제거,관리,17.3,0.0,19.7,15.0,34.3,관심 미미,0.0,0.0,0.0,0.912,465.6,2월·3월,35.0,0.0,16211,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
158,사진 흔들림 방지,설정,17.2,0.0,19.5,15.0,35.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,15.0,25.0,312224,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
159,원 UI 업데이트,공식뉴스,17.1,0.0,17.1,0.0,43.0,하락,0.0,-100.0,0.0,0.294,92.0,3월·5월,35.0,20.0,76463,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
160,심도란,기초,16.9,0.0,18.8,15.0,37.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,30.0,7.5,1917241,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
161,렌즈 마운트 호환,렌즈,16.8,0.0,18.6,15.0,37.9,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,30.0,17.5,26245,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
162,LP 곰팡이 제거,관리,16.7,0.0,18.4,15.0,38.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,40.0,20.0,1353,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
163,LP 정전기 제거,관리,16.3,0.0,17.5,15.0,41.7,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,42.5,27.5,1098,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
164,광각렌즈 특징,렌즈,15.6,0.0,16.2,15.0,46.1,관심 미미,0.0,0.0,0.0,0.971,600.0,1월·4월,32.5,37.5,44102,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
165,갤럭시 신제품,공식뉴스,15.6,1.8,13.7,0.0,54.2,하락,0.17,-65.1,23.3,0.0,188.7,2월·7월,62.5,10.0,244796,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
166,표준렌즈란,렌즈,15.0,0.0,15.1,15.0,49.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,32.5,45.0,167004,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
167,미러리스 추천,추천,15.0,0.3,14.7,0.0,51.0,급상승,0.007,300.0,30.8,0.176,89.7,4월·5월,42.5,32.5,189337,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
168,렌즈 먼지 제거,관리,14.7,0.0,14.5,15.0,51.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,42.5,35.0,102600,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
169,애플 신제품 발표,공식뉴스,14.7,1.0,13.8,0.0,54.1,급상승,0.036,136.8,4.7,0.441,304.2,2월·3월,55.0,22.5,91404,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
170,렌즈 손떨림 보정,렌즈,13.5,0.0,12.1,15.0,59.7,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,42.5,65.0,55562,중간,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
171,시그마 렌즈 후기,리뷰,11.1,0.0,22.3,0.0,25.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,15.0,10.0,6805,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
172,오디오테크니카 후기,리뷰,11.1,0.0,22.1,0.0,26.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,10.0,4359,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
173,소니 헤드폰 후기,리뷰,11.0,0.0,22.0,0.0,26.6,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,15.0,5.0,24864,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
174,바이닐 스피커,추천,10.9,0.0,21.8,0.0,27.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,20.0,5.0,9421,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
175,후지필름 카메라 후기,리뷰,10.8,0.0,21.6,0.0,27.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,5.0,25051,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
176,젠하이저 이어폰 후기,리뷰,10.6,0.0,21.2,0.0,29.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,20.0,15.0,5132,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
177,중고 LP 구매,추천,10.5,0.0,21.0,0.0,30.2,관심 미미,0.0,0.0,0.0,0.853,522.4,1월·3월,20.0,5.0,46191,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
178,갤럭시 버즈 후기,리뷰,10.4,0.0,20.7,0.0,30.9,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,22.5,0.0,83555,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
179,보스 이어폰 후기,리뷰,10.4,0.0,20.9,0.0,30.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,27.5,0.0,14045,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
180,에어팟 프로 후기,리뷰,10.3,0.0,20.6,0.0,31.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,22.5,0.0,98858,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
181,애플워치 후기,리뷰,10.1,0.0,20.2,0.0,32.5,관심 미미,0.0,-100.0,0.0,0.794,216.2,1월·4월,25.0,0.0,213335,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
182,갤럭시 폴드 루머,루머,10.0,0.0,20.0,0.0,33.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,22.5,17.5,17105,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
183,오디오테크니카 헤드폰 후기,리뷰,9.9,0.0,19.9,0.0,33.7,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,40.0,1771,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
184,LP 입문,음악,9.8,0.0,19.7,0.0,34.4,관심 미미,0.0,0.0,0.0,0.765,165.6,1월·2월,25.0,15.0,23028,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
185,소니 카메라 후기,리뷰,9.8,0.0,19.6,0.0,34.7,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,30.0,0.0,85966,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
186,젠하이저 후기,리뷰,9.7,0.0,19.4,0.0,35.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,32.5,10.0,10689,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
187,에어팟 루머,루머,9.7,0.0,19.4,0.0,35.3,관심 미미,0.022,16.2,80.1,0.559,400.7,6월·7월,22.5,27.5,8937,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
188,마샬 스피커 후기,리뷰,9.5,0.0,19.0,0.0,36.7,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,30.0,10.0,45993,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
189,갤럭시 언팩 일정,루머,9.5,0.0,18.9,0.0,36.9,관심 미미,0.0,-100.0,0.0,0.647,484.6,5월·7월,22.5,25.0,33697,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
190,갤럭시 루머,루머,9.4,0.0,18.7,0.0,37.5,관심 미미,0.0,-100.0,0.0,0.853,374.3,6월·7월,20.0,27.5,66788,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
191,후지필름 신제품,루머,9.4,0.0,18.8,0.0,37.3,관심 미미,0.0,0.0,0.0,0.912,503.0,1월·7월,17.5,42.5,9106,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
192,니콘 미러리스 후기,리뷰,9.2,0.0,18.4,0.0,38.7,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,22.5,37.5,11365,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
193,가성비 렌즈 추천,추천,9.1,0.0,18.2,0.0,39.2,관심 미미,0.0,0.0,0.0,0.882,261.3,1월·2월,32.5,10.0,286178,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
194,포노앰프 추천,추천,9.0,0.0,18.0,0.0,39.9,관심 미미,0.0,0.0,0.0,0.824,277.0,4월·5월,25.0,42.5,4642,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
195,소니 카메라 루머,루머,9.0,0.0,18.0,0.0,40.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,32.5,27.5,7468,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
196,에어팟 프로 카메라,루머,9.0,0.0,18.1,0.0,39.7,관심 미미,0.006,999.0,117.7,0.971,0.0,1월·2월,27.5,25.0,40637,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
197,캐논 신제품 루머,루머,9.0,0.0,17.9,0.0,40.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,30.0,42.5,1394,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
198,캐논 미러리스 후기,리뷰,8.8,0.0,17.6,0.0,41.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,32.5,22.5,39791,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
199,아이폰 루머,루머,8.8,0.0,17.5,0.0,41.6,관심 미미,0.021,43.5,14.2,0.647,533.1,6월·7월,35.0,15.0,79036,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
200,아이패드 루머,루머,7.8,0.0,15.5,0.0,48.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,37.5,40.0,23716,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
201,애플워치 루머,루머,7.3,0.0,14.6,0.0,51.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,50.0,32.5,14460,낮음(뉴스형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
202,JBL 스피커 후기,리뷰,7.2,0.0,14.3,0.0,52.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,52.5,25.0,42324,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
203,갤럭시 워치 후기,리뷰,6.9,0.0,13.7,0.0,54.2,관심 미미,0.0,0.0,0.0,0.882,266.9,1월·4월,62.5,10.0,141813,낮음(상업형),"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
